blinded_video_id,source_blinded_video_id,manual_audit_id,ai_label,reviewer_confidence,model_family,suite,canonical_parent_key,branch_id,arm,role,dose,duration,auto_physical_class,auto_v_phys_label,auto_valid_primary,auto_abstain_primary,telemetry_rows,telemetry_valid_rows,contact_true,contact_false,support_true,support_false,distance_max_m,distance_mean_m,blinded_note
W-e5d1d4b1e860babf,V-4dacc63c96e25db8,MA-R1-e5d1d4b1e860babf,OBJECT_DISPLACEMENT,MEDIUM,M0_OPENVLA,libero_goal,libero_goal/task_02/state_34,Z3-2712b166a6ad9af71fe8,COMMAND_OPEN_T3_CRITICAL,CRITICAL_OPEN_PRIMARY,3,3,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,13,13,0,13,8,5,0.3870127157537622,0.31838751473474003,"A clearly visible object changes pose/location substantially and comes to rest on the work surface; displacement is visually consistent with loss of support, although prior grasp state is not fully visible."
W-e75ab2f7e9076eed,V-5f6fdeadf8763fd6,MA-R1-e75ab2f7e9076eed,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_goal,libero_goal/task_05/state_26,Z3-91fb57f3eac8505fc99b,COMMAND_OPEN_T3_CRITICAL,CRITICAL_OPEN_PRIMARY,3,3,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,13,13,0,13,13,0,0.10983577321442085,0.09899292388830458,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-e859eb7dfa6ae6e6,V-933f0ffa5914be52,MA-R1-e859eb7dfa6ae6e6,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_object,libero_object/task_05/state_27,Z3-bbec72314e743bcc8988,CLEAN_BRANCH_CRITICAL,CLEAN_REFERENCE,0,0,GRIPPER_CONTACT_LOSS,,False,False,20,20,0,20,17,3,0.17817448100693284,0.13797057852550326,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-e94b3249319c6f62,V-525a17b684e118ed,MA-R1-e94b3249319c6f62,NOT_IDENTIFIABLE,LOW,M0_OPENVLA,libero_10,libero_10/task_03/state_45,Z3-bbd843e47003ac66503b,COMMAND_OPEN_T3_CRITICAL,CRITICAL_OPEN_PRIMARY,3,3,GRIPPER_CONTACT_LOSS,CONTROL_CONTAMINATION_ABSTAIN,False,True,13,13,1,12,12,1,0.0551096663684066,0.05439070841520803,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-e976ebff2d1eed9e,V-ff9932b9feead479,MA-R1-e976ebff2d1eed9e,NOT_IDENTIFIABLE,LOW,M0_OPENVLA,libero_spatial,libero_spatial/task_04/state_31,Z3-b65a06432ab94641fcd4,COMMAND_OPEN_T10_CRITICAL,CRITICAL_OPEN_PRIMARY,10,10,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,20,20,0,20,20,0,0.07873256511743455,0.077990682625539,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-ea0afb1b06809125,V-97016fbd34ee722d,MA-R1-ea0afb1b06809125,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_goal,libero_goal/task_08/state_20,Z3-eb96f63f42bb7e0415ac,CLEAN_BRANCH_CRITICAL,CLEAN_REFERENCE,0,0,GRIPPER_CONTACT_LOSS,,False,False,20,20,0,20,20,0,0.121500768170573,0.12094421733834532,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-eb1b137520d2bfce,V-fd654faff687431a,MA-R1-eb1b137520d2bfce,STABLE_GRASP,HIGH,M1_OPENVLA_OFT,libero_10,libero_10/task_04/state_34,Z3-1afd213191433373341e,COMMAND_OPEN_T3_CRITICAL,CRITICAL_OPEN_PRIMARY,3,3,GRIPPER_CONTACT_LOSS,CONTROL_CONTAMINATION_ABSTAIN,False,True,13,13,2,11,13,0,0.11296996954463237,0.10803157960822633,"Object remains visibly supported/held through the clip; no visible premature aperture, contact loss, release/drop, or loss-consistent displacement."
W-ebd6679501cd216c,V-43f107fb21470fec,MA-R1-ebd6679501cd216c,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_spatial,libero_spatial/task_01/state_38,Z3-5ad3df62e4eef6443afe,CLEAN_BRANCH_CRITICAL,CLEAN_REFERENCE,0,0,GRIPPER_CONTACT_LOSS,,False,False,20,20,0,20,20,0,0.11045663574143011,0.09243538271710813,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-ee1d4987b1d4e745,V-653f29102f595670,MA-R1-ee1d4987b1d4e745,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_object,libero_object/task_05/state_27,Z3-2e6b396661739a73dfb8,COMMAND_OPEN_T10_CRITICAL,CRITICAL_OPEN_PRIMARY,10,10,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,20,20,0,20,16,4,0.17830730760862745,0.14129874664465047,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-f1930f77cf2a29a9,V-36d97bb3d8e3e3a2,MA-R1-f1930f77cf2a29a9,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_goal,libero_goal/task_08/state_20,Z3-826eeece180d62546753,CLEAN_BRANCH_CRITICAL,CLEAN_REFERENCE,0,0,GRIPPER_CONTACT_LOSS,,False,False,20,20,5,15,18,2,0.07409047062193894,0.0687697369568419,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-f201e7e1a7191c68,V-422fcb086d19c551,MA-R1-f201e7e1a7191c68,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_object,libero_object/task_05/state_27,Z3-6e3f815f87de4d8886ba,COMMAND_OPEN_T5_CRITICAL,CRITICAL_OPEN_PRIMARY,5,5,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,15,15,0,15,11,4,0.17830731276711947,0.1403849475084808,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-f35f782c35911dba,V-699a773385e716ff,MA-R1-f35f782c35911dba,NOT_IDENTIFIABLE,LOW,M0_OPENVLA,libero_object,libero_object/task_01/state_40,Z3-5ae52ab6b311fca4a607,COMMAND_OPEN_T10_CRITICAL,CRITICAL_OPEN_PRIMARY,10,10,GRIPPER_CONTACT_LOSS,CONTROL_CONTAMINATION_ABSTAIN,False,True,20,20,5,15,14,6,0.03811896237430982,0.029562507006394744,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-f6381a9eac6ef5c1,V-8bde0e51542d7b2e,MA-R1-f6381a9eac6ef5c1,NOT_IDENTIFIABLE,LOW,M0_OPENVLA,libero_object,libero_object/task_01/state_40,Z3-dc98f981fc6188f3b9cb,COMMAND_OPEN_T5_CRITICAL,CRITICAL_OPEN_PRIMARY,5,5,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,15,15,4,11,13,2,0.03811896237430982,0.029419410938828945,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-f72ec29fce89fcbb,V-fded15c3494dc716,MA-R1-f72ec29fce89fcbb,NOT_IDENTIFIABLE,LOW,M0_OPENVLA,libero_10,libero_10/task_01/state_35,Z3-2ff82b24e8487c86eec5,COMMAND_OPEN_T5_CRITICAL,CRITICAL_OPEN_PRIMARY,5,5,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,15,15,0,15,11,4,0.17549127911082824,0.14443605521615355,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-f798ae57fb8630b9,V-de1da5f0a279c1a3,MA-R1-f798ae57fb8630b9,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_10,libero_10/task_02/state_30,Z3-1d840ee96c62a062b286,COMMAND_OPEN_T10_CRITICAL,CRITICAL_OPEN_PRIMARY,10,10,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,20,20,0,20,18,2,0.16896043514900486,0.15003570105301525,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-f9e62c18ff03466b,V-d84798fc065e7aa8,MA-R1-f9e62c18ff03466b,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_object,libero_object/task_05/state_27,Z3-6832d99089449037f880,COMMAND_OPEN_T3_CRITICAL,CRITICAL_OPEN_PRIMARY,3,3,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,13,13,0,13,9,4,0.17830704139861087,0.1394476290135794,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-fc14fcf0d154c238,V-4b63020ea13f62e5,MA-R1-fc14fcf0d154c238,NOT_IDENTIFIABLE,LOW,M0_OPENVLA,libero_10,libero_10/task_03/state_45,Z3-f6ad6b5e0314ef93a672,COMMAND_OPEN_T10_CRITICAL,CRITICAL_OPEN_PRIMARY,10,10,GRIPPER_CONTACT_LOSS,CONTROL_CONTAMINATION_ABSTAIN,False,True,20,20,1,19,19,1,0.0551096663684066,0.05420128137537902,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-ff5b4f35524cc8ca,V-a565634e129f7e86,MA-R1-ff5b4f35524cc8ca,STABLE_GRASP,HIGH,M2_PI05_LIBERO,libero_10,libero_10/task_01/state_35,Z3-b8de1148b5d1f34fc4d3,COMMAND_OPEN_T10_CRITICAL,CRITICAL_OPEN_PRIMARY,10,10,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,20,20,0,20,15,5,0.31588330305589063,0.2340095057876972,"Object remains visibly supported/held through the clip; no visible premature aperture, contact loss, release/drop, or loss-consistent displacement."
W-fff98aa8b394d779,V-910a88464af91929,MA-R1-fff98aa8b394d779,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_goal,libero_goal/task_05/state_26,Z3-5d9cd9b620ee1e22011a,CLEAN_BRANCH_CRITICAL,CLEAN_REFERENCE,0,0,GRIPPER_CONTACT_LOSS,,False,False,20,20,0,20,20,0,0.10983577321442085,0.09917987799262307,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
