pool,task,parent_state,perturbation_template,base_seed,condition,attack_frames,telemetry_sha256,episode_summary_sha256,done_exit_code,n_steps,collector,profile
train,7,15,P0,42,CLEAN,0,6179afc27dbdb63717bb2ca9f717521d56fb89201c8dc1ecc81c1ffba7d60297,543d68c55e5b37838fe82560a7f517949d4623afaad5281912c52c3cda777563,0,113,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,7,16,P0,42,CLEAN,0,0fd9c1de693521cab2f8286a4eda6030eedbba8344d6ef0336e2c8119ad39e3d,a171f730e3af4e62a462dbc527e2086f70df54cc76e6c69876babd0d7f1e877f,0,160,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,7,17,P0,42,CLEAN,0,e3522c5f0c51fb859784f830ff808debbd0afe7bc11b2943832a65e908d0241a,bf927cc991574aea6bd68b7cbd6c77b3acc57fc917c39193e31b6826d11b520a,0,136,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,7,18,P0,42,CLEAN,0,4e493ce0f16a617d806209f5a5d744d81db9f29a1c39dc0f0274ddf6464e1bb0,c7edc19416c6c75d4242d825e11e466c68c87b26a34b9191407fe590ccdf63db,0,135,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,7,19,P0,42,CLEAN,0,75ef3a1fb30e2d55ad5231b4b39b0ea7414fccfd18f7d78a0fac6fe9777466e2,7f9e23669f1df1410de71da09206a5944f95df32eb3cde68fbe03f99b8dfa1a6,0,130,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,7,20,P0,42,CLEAN,0,190cc8c17b3af7f006257a7446c62ef5346fcb443d67f88d6a253fb1b94bf89e,1e1358ef6e842d3d81abec1123c521bec06e9c264d00b6fffb876c29f32f7fa7,0,123,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,7,21,P0,42,CLEAN,0,1ab548f3cb63d9df55a4ac205a2e65ee2a7f14089088ab766999ecdb0141cd83,252da30098d84a50988ed3126fe67754f214a82f854f58a6867856e6c44daff4,0,137,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,7,22,P0,42,CLEAN,0,5f8e8032b9c1d7c28ab97a85d0cb7373f9d09b0b80f8d9c076d09cc8abe3052c,282aac1791ef36102adb38977699e918b0c578feac51d18ab7caae2ad5f9c367,0,126,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,7,3,P0,42,CLEAN,0,68c47cd26e2efeb4ef48b7c9d093cd26cd8ea079cad0ebcb7ff5942b02054dd0,a46b42bf89b87eb59da5895a872c8d960014ccb713d06d57830ba7968a5af7a9,0,134,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,7,4,P0,42,CLEAN,0,578ce1cb7667714bef4c93a4dec52d5c8b6b4ee272aff69744a94e8664af11fc,c7b71a7d4a1092f352f72251d21fc8f537c7b181d9c398e8e6d6dc7ea2b75771,0,123,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,7,5,P0,42,CLEAN,0,38f331096b9104405821c37e99b0957972c267690d3a8ed89cb9d9d281cd8a94,8848882ececd50b61a7dbade4823045c248ce3714a5212b541707bc42fbfab4d,0,153,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,7,6,P0,42,CLEAN,0,ee464efd1b1903ac110a060211c1d3c2108ee4894e098e73a97e593a2b2dbec2,74fd64303a57fa132ebdd1d8baa29ff876d7cb0dc895450d6a6fae877ff59871,0,170,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,7,7,P0,42,CLEAN,0,67cc1e3dd3ab4ae74cf692f5de37822340c5738174c1ec2c4672b3877b16326f,3097fedbc03ceb03ca7ada804b966e72e0291c69dd068fac1fbf0d88346d8d89,0,122,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,7,8,P0,42,CLEAN,0,2cda55262ca21cf38cde69153db6d1cec7f31f83c18974b5a431059a7b0fa1ea,6798f193f3e2ae76cd8b0cad166890f1646fd50df1d997f17017346a67b16999,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,7,9,P0,42,CLEAN,0,2a660d8f5a5aadfe922da33118f1e5a0a68eb640fdd03159794722228e9c1db4,b5b4d0264e7e9dc9e36c47ca657e5ba1266343829a0849d2bf5aac8db44f5383,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,10,P0,42,CLEAN,0,679aaa8b4e453323a501dbff61d24061543019e223c0e836b4e6f767a901d807,0aa9e0c5b83c17948eab4fd3ab86d14e61c4badbbe103cc5569c02ad9aaf0a68,0,183,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,11,P0,42,CLEAN,0,3d00a6959e87c1cdd2e2cd10ee4f7f946690a958752f31c96aeeebae02780f32,5300b5313617c52b78fe54f2bc17b408d83ae3eb2a6913774c4737aefd65119c,0,178,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,12,P0,42,CLEAN,0,24c7f06ea03e3d27348e2c3b07e46ccdea587f8836e002a87bf1b466d6bc37aa,83d51b4846ee5505b9c90f51a87fa5a90d3575652e94b25ab81ec627d670bba5,0,235,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,13,P0,42,CLEAN,0,bafd27f9c6ee2894f27bc9a84ff8c4b34fb7616047b9fe8c5c4c59b63154ceff,bd11cfa4dc3871b66d3eec2c3eb40e799e8cca237d0c3ec64a810a2ed57e79f8,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,14,P0,42,CLEAN,0,f7b5e560978ed43d18ee9ca08a3cea5b03bad10ed43f00d85ddc8f11a5848e3d,f4fb716b2238acea63e2ee94a3698aad2e6d0ae7eb28962b479408d7df0b13b1,0,183,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,15,P0,42,CLEAN,0,3ad2d40deebeb24da91b086be05756aa2ffc662673c5b6bfaaf1815cfb81da03,cfc9680e7c688d59571f79b403998f82a9e1c1f19ffd3cc5937cc73a4f72d06d,0,155,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,16,P0,42,CLEAN,0,8281fb15c892cc20fb0845ab88dc5b5c01761d7000d3b09b131cd54ab0d107fc,a495d4848f7e60f3500aba37dd65b609f749770a8e79859f4191db2616d596ff,0,147,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,17,P0,42,CLEAN,0,02c8250244f6be715ecc7e6d50c53b8b4d87c42b9ad7df2331fe38111ca2bad7,bfc4fc7687271aeb8ec1218527a40e81bf8ba226f4a0ee9ea91b9adb69809de7,0,255,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,18,P0,42,CLEAN,0,ff50b0dab164c6f1939fd0b52289c63e3dd308312d31816fa3c3bebf535f91b7,345c5b1ebb3ca991a126293d5e6d70871f5ceec3ab2320712fe04f56326c7f09,0,249,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,19,P0,42,CLEAN,0,0f75354c45492c5c477c372389ebff72d6d309a2b66334131b4bdf64a9c330ed,87a6b703557df9fded597b3e61dd09909ddb7292dafa86ae23f4f02a4fa2c19a,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,20,P0,42,CLEAN,0,aad0b2bfece964b79a85e5a2a35c3ef0e5c803278731a314799eb3d5a0f3a200,19467c56ce4642b0e9fca263a05e72f54a63d7466dfbae93c82f9cfd2b5fe4cd,0,217,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,21,P0,42,CLEAN,0,4f91b6bc5d6567f85b8eef110348cb45190ca6b06ea922d7cfa59120d638f958,3f1dc7b5893e52db9a3d9f83ef061ed3d7362749cbbf133786436f7dfd773f18,0,155,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,22,P0,42,CLEAN,0,83a1c6a2cff82e99a13f146f08c47149344c26d171f4cd1bbdc4e4d1574b56e2,daf792b22c6625468931146212b06705272c1ff643fa8319758615fc5e499a5e,0,144,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,3,P0,42,CLEAN,0,4205817f7ae0edf0e47198fb95395dc997e62d03447150a4c370ba543f215e2c,26b1644c405802f4b5614e9dd4169d0232a726b20264efac9a1cc1ca0f78bd33,0,144,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,4,P0,42,CLEAN,0,5aff684bf295733b11ade83a1fe51115968ba2a7adad34723fdb182b5150cf14,4419c92fe527d77c8453824d5a3cd695c5cd785af86081169860ac9aab3fab68,0,185,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,5,P0,42,CLEAN,0,d1afae0e71decc76cf541c480d5175f2c9ea3db840562719dee50c4f02b699ff,8ec6821571260d149e33722dda5664a1a04786eb6022324d11faaa8302b3a75e,0,154,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,6,P0,42,CLEAN,0,90a04c513d5f64fb8b6a62e75c4d8ad91b7476728f0145b0c062552bc4f53df2,531e4ae78880bc4107e43404dd6a8793e8950002683f7eaf27c751e9ccdc54d3,0,162,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,7,P0,42,CLEAN,0,ef78026e33f09bf07a86bad09a2d7cc5ad440c2af9bda170d10afa18fa99aa70,8a0ce26117f68a0ee11543f14d123ebc6cf95dd19d0526f783c478be08962e04,0,194,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,8,P0,42,CLEAN,0,e87fd3a18948257b2da6c7bdab2ce191048316352efc1aef28ca965fc4912c1a,81305b636aaa5c8d2831efffed6b4560c5aaa14cd56cd2b24afd15bfd15cac6e,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,8,9,P0,42,CLEAN,0,27cf85f7b9aad52de1b8a510f9fcc7270bad760ec95fa0cb2f523b6751c90d6d,a76ac1ee994a417038060dbcb059f6369b3825c89befd408dd92e1f4352aabcd,0,140,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,10,P0,42,CLEAN,0,549cfffb39105c745b78fb5481f8242b3294d55168fd39ba61187f08f9708df2,541a23787e3d3d813da653064d65c1cc082cad208746f8b999323e133009b19f,0,386,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,11,P0,42,CLEAN,0,5f1364741caa543bc3a61f46500e309a76719fabc57b811e29563e057c65b349,49945336b0178fe53cc7e57bc45a8773dabbf99b9eba67e3fb8576959487ca8a,0,122,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,12,P0,42,CLEAN,0,866ccbbb72506b212335ccbf8bd33a4c73d9b8d74d72c20571aafb6bce4928e5,6252d1d007204d85085595f5cb084cc408934e6c7141002639436147f8665786,0,141,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,13,P0,42,CLEAN,0,467fd4fd07636742787349156d9ccc457672ee8ea1de66995358e21a325a853e,ba30d6c3f0bee9d8fa12c20cd183c6e2f977c11c39cb118df3dfe7417369d02d,0,130,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,14,P0,42,CLEAN,0,d71cb75f1c099fc4ef4e6906743628fd610dd4120f4c2197aad0905135ad2197,f59085f23d615659bfd76af7c721595c2b73ab410f2c486993a868d9ed5cd061,0,134,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,15,P0,42,CLEAN,0,65c74dfb7d0af30ef000f380f9c80a3cf83b4d9cb02225a05f7c41bd61270c26,e6b45277add80b216670ce2c78a504dc9b29655e7b325ef9208c51dd6a67bcbe,0,97,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,16,P0,42,CLEAN,0,1004d70aab9e16d3310bf6d873b7722ba0dad8d7f30dd8f619cf9a5c54a2b183,112085af665d4e0c21df1815d39788d9798f7f69302edcb83830607416991e7f,0,143,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,17,P0,42,CLEAN,0,679af751f01921f9aff66e3d35d592ae47e56d41598fa1f0cff0794a3d69b699,51486b4c54191e4ac6b660c3cb62decaf415613f80799d96c2a34f4518fc8822,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,18,P0,42,CLEAN,0,c556cdf833b1cf1be7702379bb7080d2e0074bfe4694af5ca6d4ae06ed1ef2f2,1e35a984741834132cc4b8e344bde1f06b84c0c1d0a5b6010c1eb0dfde57a3fa,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,19,P0,42,CLEAN,0,bb9ae446c5504de39e739724dc9c125646f7a2eba2f3f50386ec1e454a00623d,3cc127eef4d7eb209786e64ecf7b6a26552e9c55dc387540c764e2a17ce6f8ec,0,201,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,20,P0,42,CLEAN,0,ebcb9e181ffe7508f8bfd84e783f6458a8a09421d21f7130b293ff1bc76dac64,4a84574b0a1e1e532e4e25c37e4e5f2d20829162618bed3bbcbee77caf8f59b5,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,21,P0,42,CLEAN,0,eb90be4cbe5a9cbbc3953857917cd7e61adcd24b2657f70207d842e190f704c0,643492b555e8517947102b9392eb3978fcaf91f6dda70d18c1254964c55b58e4,0,124,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,22,P0,42,CLEAN,0,b4d888c635a6609168c63fed5115c4c051c45a240e7bab0b690affd643a29b58,39b3e57e16b0092253fcebd2f0b347bef5be88d63fb891480cb4799acb12b4b8,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,3,P0,42,CLEAN,0,6d8a0d5c4f3f8ff39eb8022e258aae073a322a56b9662c1ddbf8a2bff426c2df,dcba632975924108660fc02dace53fc6f5b2c20f1de585c4dce355265a58ebaf,0,124,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,4,P0,42,CLEAN,0,d1a5adf17ea330e3acd698a15f10ad19d9682ffddef8bc03e352336e45fb0e2c,167cddf266d1de1a0730f12bf1462765c8ed4fe78f8ba1eb274e9573be136f39,0,134,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,5,P0,42,CLEAN,0,b75de900d685a2ccdee3844c51c06823c4524862ce230b677e1dcb2d67c562bf,4cbf8a7286337f87fe671470cd61d04ecd34176cf7bfe2280bf0ccf7765ade1d,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,6,P0,42,CLEAN,0,7423c989d9af9b6d1ca0ef39d7599fc4e36783dfd752f8bfc3fa0c395d96cb6c,714b1801c28bcb424dde2aea2b52e755bcf17e15374e1537a632038a0f67904a,0,133,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,7,P0,42,CLEAN,0,00ec2331302c079471673afa4cb924cd07c1f26c319efe97e60d3d807fe8fbc0,813ed61b1eaaa8bf964e8ce1c497dd657d79e5b57895eb75a49a58f4310dc9f4,0,142,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,8,P0,42,CLEAN,0,6f1944e9a7062414792b3a6dc319c6265055de33912b92d872ae227919d1e09f,b38578673f03913f76cef7c321ca4fa7b09184fdab16fde753758e7a6777da9d,0,104,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,9,9,P0,42,CLEAN,0,13a2bcba47b8aabce3fcd33ba487576236e6ee041fe28013df6a189c1d9b80a5,8b3124e9dea9dda73c945b6af617d346a8adbb61d5ffa04499c8721e92a0c224,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
