candidate_step,candidate_index,is_teacher_p,distance_to_p,total_score,raw_crossing,close_onset,close_streak,qpos,eef_speed_now,eef_speed_prev,eef_deceleration_delta,time_since_prev_close,time_since_last_open,trace_id,task_key,state_id
113,6,1,0,3.3,1,1,1,-6.3e-05,0.021266,0.025783,-0.004517,23,,trace_chocolate_pudding_s44_w0_10_s20d_clean_seed0_job330155,chocolate_pudding,44
194,7,0,81,3.3,1,1,1,0.000237,0.011275,0.017614,-0.006339,81,,trace_chocolate_pudding_s44_w0_10_s20d_clean_seed0_job330155,chocolate_pudding,44
197,8,0,84,3.3,1,1,1,0.000434,0.005126,0.003466,0.00166,3,,trace_chocolate_pudding_s44_w0_10_s20d_clean_seed0_job330155,chocolate_pudding,44
202,9,0,89,3.8,1,1,1,0.000532,0.001626,0.006075,-0.004449,5,,trace_chocolate_pudding_s44_w0_10_s20d_clean_seed0_job330155,chocolate_pudding,44
205,10,0,92,3.8,1,1,1,0.000274,0.000774,0.000848,-7.4e-05,3,,trace_chocolate_pudding_s44_w0_10_s20d_clean_seed0_job330155,chocolate_pudding,44
210,11,0,97,3.3,1,1,1,0.00069,0.007258,0.003834,0.003424,5,,trace_chocolate_pudding_s44_w0_10_s20d_clean_seed0_job330155,chocolate_pudding,44
215,12,0,102,3.8,1,1,1,0.000314,0.001124,0.007429,-0.006305,5,,trace_chocolate_pudding_s44_w0_10_s20d_clean_seed0_job330155,chocolate_pudding,44
47,0,1,0,3.3,1,1,1,-8.8e-05,0.02504,0.028447,-0.003407,,,trace_chocolate_pudding_s45_w0_10_s20d_clean_seed0_job330156,chocolate_pudding,45
49,1,0,2,3.3,1,1,1,-4.5e-05,0.019463,0.022047,-0.002584,2,,trace_chocolate_pudding_s45_w0_10_s20d_clean_seed0_job330156,chocolate_pudding,45
126,2,0,79,3.8,1,1,1,0.000317,0.0077,0.016357,-0.008657,77,,trace_chocolate_pudding_s45_w0_10_s20d_clean_seed0_job330156,chocolate_pudding,45
129,3,0,82,3.3,1,1,1,8.3e-05,0.005778,0.005227,0.000551,3,,trace_chocolate_pudding_s45_w0_10_s20d_clean_seed0_job330156,chocolate_pudding,45
132,4,0,85,3.3,1,1,1,-2.9e-05,0.008552,0.005327,0.003225,3,,trace_chocolate_pudding_s45_w0_10_s20d_clean_seed0_job330156,chocolate_pudding,45
134,5,0,87,3.8,1,1,1,-3e-05,0.008665,0.010588,-0.001923,2,,trace_chocolate_pudding_s45_w0_10_s20d_clean_seed0_job330156,chocolate_pudding,45
137,6,0,90,3.8,1,1,1,-3.4e-05,0.00766,0.009305,-0.001645,3,,trace_chocolate_pudding_s45_w0_10_s20d_clean_seed0_job330156,chocolate_pudding,45
139,7,0,92,3.8,1,1,1,-3.2e-05,0.006068,0.00661,-0.000542,2,,trace_chocolate_pudding_s45_w0_10_s20d_clean_seed0_job330156,chocolate_pudding,45
143,8,0,96,3.8,1,1,1,-3.2e-05,0.005885,0.007511,-0.001626,4,,trace_chocolate_pudding_s45_w0_10_s20d_clean_seed0_job330156,chocolate_pudding,45
160,9,0,113,3.0,1,1,1,0.010331,0.000808,0.001657,-0.000849,17,,trace_chocolate_pudding_s45_w0_10_s20d_clean_seed0_job330156,chocolate_pudding,45
208,10,0,161,2.8,1,1,1,0.007985,0.001605,0.00019,0.001415,48,,trace_chocolate_pudding_s45_w0_10_s20d_clean_seed0_job330156,chocolate_pudding,45
212,11,0,165,2.8,1,1,1,0.006759,0.001419,0.001006,0.000413,4,,trace_chocolate_pudding_s45_w0_10_s20d_clean_seed0_job330156,chocolate_pudding,45
45,0,1,0,3.3,1,1,1,-7.5e-05,0.037685,0.039711,-0.002026,,,trace_chocolate_pudding_s46_w0_10_s20d_clean_seed0_job330157,chocolate_pudding,46
121,1,0,76,3.8,1,1,1,0.000329,0.005485,0.012668,-0.007183,76,,trace_chocolate_pudding_s46_w0_10_s20d_clean_seed0_job330157,chocolate_pudding,46
124,2,0,79,3.3,1,1,1,9.3e-05,0.002521,0.002431,9e-05,3,,trace_chocolate_pudding_s46_w0_10_s20d_clean_seed0_job330157,chocolate_pudding,46
127,3,0,82,3.3,1,1,1,-2.5e-05,0.003851,0.003071,0.00078,3,,trace_chocolate_pudding_s46_w0_10_s20d_clean_seed0_job330157,chocolate_pudding,46
59,0,1,0,3.3,1,1,1,-0.001195,0.03128,0.03348,-0.0022,,,trace_chocolate_pudding_s47_w0_10_s20d_clean_seed0_job330158,chocolate_pudding,47
142,1,0,83,3.3,1,1,1,-0.003124,0.020072,0.025176,-0.005104,83,,trace_chocolate_pudding_s47_w0_10_s20d_clean_seed0_job330158,chocolate_pudding,47
211,2,0,152,3.3,1,1,1,-0.003137,0.001495,0.000621,0.000874,69,,trace_chocolate_pudding_s47_w0_10_s20d_clean_seed0_job330158,chocolate_pudding,47
46,0,0,-5,3.3,1,1,1,-8.2e-05,0.03402,0.035439,-0.001419,,,trace_chocolate_pudding_s48_w0_10_s20d_clean_seed0_job330159,chocolate_pudding,48
51,1,1,0,3.3,1,1,1,-0.00373,0.016206,0.024301,-0.008095,5,,trace_chocolate_pudding_s48_w0_10_s20d_clean_seed0_job330159,chocolate_pudding,48
53,2,0,2,3.8,1,1,1,-0.003745,0.001946,0.007643,-0.005697,2,,trace_chocolate_pudding_s48_w0_10_s20d_clean_seed0_job330159,chocolate_pudding,48
64,3,0,13,3.8,1,1,1,-0.002569,0.009375,0.009851,-0.000476,11,,trace_chocolate_pudding_s48_w0_10_s20d_clean_seed0_job330159,chocolate_pudding,48
67,4,0,16,3.8,1,1,1,-0.002166,0.007192,0.008193,-0.001001,3,,trace_chocolate_pudding_s48_w0_10_s20d_clean_seed0_job330159,chocolate_pudding,48
70,5,0,19,3.3,1,1,1,-0.002052,0.006196,0.005942,0.000254,3,,trace_chocolate_pudding_s48_w0_10_s20d_clean_seed0_job330159,chocolate_pudding,48
50,0,0,-16,3.3,1,1,1,-5.7e-05,0.032633,0.035096,-0.002463,,,trace_chocolate_pudding_s49_w0_10_s20d_clean_seed0_job330160,chocolate_pudding,49
52,1,0,-14,3.3,1,1,1,1.1e-05,0.027249,0.02999,-0.002741,2,,trace_chocolate_pudding_s49_w0_10_s20d_clean_seed0_job330160,chocolate_pudding,49
61,2,0,-5,3.3,1,1,1,0.002469,0.005184,0.004807,0.000377,9,,trace_chocolate_pudding_s49_w0_10_s20d_clean_seed0_job330160,chocolate_pudding,49
66,3,1,0,3.8,1,1,1,0.002293,0.002564,0.003419,-0.000855,5,,trace_chocolate_pudding_s49_w0_10_s20d_clean_seed0_job330160,chocolate_pudding,49
90,0,1,0,3.3,1,1,1,-2.1e-05,0.020588,0.022864,-0.002276,,,trace_cream_cheese_s10_w0_10_s20d_clean_seed0_job330161,cream_cheese,10
150,1,0,60,3.3,1,1,1,-0.000228,0.013835,0.020567,-0.006732,60,,trace_cream_cheese_s10_w0_10_s20d_clean_seed0_job330161,cream_cheese,10
157,2,0,67,3.3,1,1,1,-7.3e-05,0.010644,0.005508,0.005136,7,,trace_cream_cheese_s10_w0_10_s20d_clean_seed0_job330161,cream_cheese,10
161,3,0,71,3.8,1,1,1,-4.4e-05,0.005183,0.00807,-0.002887,4,,trace_cream_cheese_s10_w0_10_s20d_clean_seed0_job330161,cream_cheese,10
56,0,1,0,3.3,1,1,1,-3.6e-05,0.022339,0.023624,-0.001285,,,trace_cream_cheese_s11_w0_10_s20d_clean_seed0_job330162,cream_cheese,11
123,1,0,67,3.3,1,1,1,0.001766,0.016523,0.010445,0.006078,67,,trace_cream_cheese_s11_w0_10_s20d_clean_seed0_job330162,cream_cheese,11
128,2,0,72,3.8,1,1,1,0.000579,0.002053,0.009443,-0.00739,5,,trace_cream_cheese_s11_w0_10_s20d_clean_seed0_job330162,cream_cheese,11
132,3,0,76,3.3,1,1,1,0.000175,0.008992,0.008147,0.000845,4,,trace_cream_cheese_s11_w0_10_s20d_clean_seed0_job330162,cream_cheese,11
137,4,0,81,3.8,1,1,1,9.6e-05,0.002058,0.008035,-0.005977,5,,trace_cream_cheese_s11_w0_10_s20d_clean_seed0_job330162,cream_cheese,11
140,5,0,84,3.3,1,1,1,4.6e-05,0.001816,0.001287,0.000529,3,,trace_cream_cheese_s11_w0_10_s20d_clean_seed0_job330162,cream_cheese,11
143,6,0,87,3.3,1,1,1,4.6e-05,0.002769,0.002714,5.5e-05,3,,trace_cream_cheese_s11_w0_10_s20d_clean_seed0_job330162,cream_cheese,11
146,7,0,90,3.3,1,1,1,3.3e-05,0.003263,0.001654,0.001609,3,,trace_cream_cheese_s11_w0_10_s20d_clean_seed0_job330162,cream_cheese,11
154,8,0,98,3.3,1,1,1,5e-05,0.008659,0.001853,0.006806,8,,trace_cream_cheese_s11_w0_10_s20d_clean_seed0_job330162,cream_cheese,11
160,9,0,104,3.3,1,1,1,-1e-06,0.012279,0.01028,0.001999,6,,trace_cream_cheese_s11_w0_10_s20d_clean_seed0_job330162,cream_cheese,11
66,0,0,-33,3.3,1,1,1,-6.8e-05,0.027282,0.028185,-0.000903,,,trace_cream_cheese_s12_w0_10_s20d_clean_seed0_job330163,cream_cheese,12
68,1,0,-31,3.3,1,1,1,-3.3e-05,0.025157,0.02656,-0.001403,2,,trace_cream_cheese_s12_w0_10_s20d_clean_seed0_job330163,cream_cheese,12
85,2,0,-14,3.3,1,1,1,-7.4e-05,0.017233,0.017707,-0.000474,17,,trace_cream_cheese_s12_w0_10_s20d_clean_seed0_job330163,cream_cheese,12
99,3,1,0,3.3,1,1,1,-0.000102,0.024152,0.02502,-0.000868,14,,trace_cream_cheese_s12_w0_10_s20d_clean_seed0_job330163,cream_cheese,12
54,0,1,0,3.3,1,1,1,-1.2e-05,0.021462,0.022571,-0.001109,,,trace_cream_cheese_s13_w0_10_s20d_clean_seed0_job330164,cream_cheese,13
109,1,0,55,3.3,1,1,1,0.002747,0.010007,0.015877,-0.00587,55,,trace_cream_cheese_s13_w0_10_s20d_clean_seed0_job330164,cream_cheese,13
124,2,0,70,3.8,1,1,1,0.002255,0.002195,0.002879,-0.000684,15,,trace_cream_cheese_s13_w0_10_s20d_clean_seed0_job330164,cream_cheese,13
131,3,0,77,3.3,1,1,1,0.000366,0.017756,0.011507,0.006249,7,,trace_cream_cheese_s13_w0_10_s20d_clean_seed0_job330164,cream_cheese,13
42,0,1,0,3.3,1,1,1,-2.3e-05,0.022842,0.02488,-0.002038,,,trace_cream_cheese_s15_w0_10_s20d_clean_seed0_job330166,cream_cheese,15
103,1,0,61,3.8,1,1,1,2e-05,0.001195,0.003799,-0.002604,61,,trace_cream_cheese_s15_w0_10_s20d_clean_seed0_job330166,cream_cheese,15
109,2,0,67,3.8,1,1,1,2.7e-05,0.001018,0.001078,-6e-05,6,,trace_cream_cheese_s15_w0_10_s20d_clean_seed0_job330166,cream_cheese,15
62,0,1,0,3.3,1,1,1,-0.000101,0.028644,0.026227,0.002417,,,trace_cream_cheese_s17_w0_10_s20d_clean_seed0_job330168,cream_cheese,17
114,1,0,52,3.8,1,1,1,-0.000625,0.009675,0.018219,-0.008544,52,,trace_cream_cheese_s17_w0_10_s20d_clean_seed0_job330168,cream_cheese,17
117,2,0,55,3.3,1,1,1,-0.000326,0.008614,0.008611,3e-06,3,,trace_cream_cheese_s17_w0_10_s20d_clean_seed0_job330168,cream_cheese,17
121,3,0,59,3.3,1,1,1,-0.000189,0.012151,0.006917,0.005234,4,,trace_cream_cheese_s17_w0_10_s20d_clean_seed0_job330168,cream_cheese,17
64,0,1,0,3.8,1,1,1,-0.000543,0.007002,0.015069,-0.008067,,,trace_cream_cheese_s18_w0_10_s20d_clean_seed0_job330169,cream_cheese,18
126,1,0,62,3.3,1,1,1,-0.003123,0.017426,0.024014,-0.006588,62,,trace_cream_cheese_s18_w0_10_s20d_clean_seed0_job330169,cream_cheese,18
131,2,0,67,3.3,1,1,1,-0.002059,0.005684,0.005232,0.000452,5,,trace_cream_cheese_s18_w0_10_s20d_clean_seed0_job330169,cream_cheese,18
137,3,0,73,3.3,1,1,1,-0.000936,0.005787,0.005659,0.000128,6,,trace_cream_cheese_s18_w0_10_s20d_clean_seed0_job330169,cream_cheese,18
141,4,0,77,3.8,1,1,1,-0.000463,0.004076,0.005203,-0.001127,4,,trace_cream_cheese_s18_w0_10_s20d_clean_seed0_job330169,cream_cheese,18
50,0,1,0,3.3,1,1,1,-6.4e-05,0.026617,0.027655,-0.001038,,,trace_cream_cheese_s19_w0_10_s20d_clean_seed0_job330170,cream_cheese,19
52,1,0,2,3.3,1,1,1,-6.6e-05,0.02381,0.025452,-0.001642,2,,trace_cream_cheese_s19_w0_10_s20d_clean_seed0_job330170,cream_cheese,19
111,2,0,61,3.8,1,1,1,-0.001118,0.004315,0.00864,-0.004325,59,,trace_cream_cheese_s19_w0_10_s20d_clean_seed0_job330170,cream_cheese,19
115,3,0,65,3.8,1,1,1,-0.000426,0.003126,0.005814,-0.002688,4,,trace_cream_cheese_s19_w0_10_s20d_clean_seed0_job330170,cream_cheese,19
119,4,0,69,3.3,1,1,1,-0.000152,0.004763,0.002953,0.00181,4,,trace_cream_cheese_s19_w0_10_s20d_clean_seed0_job330170,cream_cheese,19
54,0,0,-12,3.3,1,1,1,-6.9e-05,0.017141,0.019434,-0.002293,,,trace_cream_cheese_s20_w0_10_s20d_clean_seed0_job330171,cream_cheese,20
62,1,0,-4,3.8,1,1,1,-0.001352,0.002068,0.004596,-0.002528,8,,trace_cream_cheese_s20_w0_10_s20d_clean_seed0_job330171,cream_cheese,20
64,2,0,-2,3.8,1,1,1,-0.002028,0.001043,0.001409,-0.000366,2,,trace_cream_cheese_s20_w0_10_s20d_clean_seed0_job330171,cream_cheese,20
66,3,1,0,3.8,1,1,1,-0.002462,0.000479,0.000634,-0.000155,2,,trace_cream_cheese_s20_w0_10_s20d_clean_seed0_job330171,cream_cheese,20
68,4,0,2,3.8,1,1,1,-0.002681,0.00022,0.000297,-7.7e-05,2,,trace_cream_cheese_s20_w0_10_s20d_clean_seed0_job330171,cream_cheese,20
133,5,0,67,3.3,1,1,1,-0.002794,0.024118,0.029796,-0.005678,65,,trace_cream_cheese_s20_w0_10_s20d_clean_seed0_job330171,cream_cheese,20
138,6,0,72,3.8,1,1,1,-0.002073,0.00326,0.005085,-0.001825,5,,trace_cream_cheese_s20_w0_10_s20d_clean_seed0_job330171,cream_cheese,20
140,7,0,74,3.3,1,1,1,-0.001558,0.004182,0.003756,0.000426,2,,trace_cream_cheese_s20_w0_10_s20d_clean_seed0_job330171,cream_cheese,20
144,8,0,78,3.3,1,1,1,-0.000952,0.004284,0.002938,0.001346,4,,trace_cream_cheese_s20_w0_10_s20d_clean_seed0_job330171,cream_cheese,20
10,0,0,-44,3.8,1,1,1,-8e-06,0.00314,0.003461,-0.000321,,,trace_cream_cheese_s22_w0_10_s20d_clean_seed0_job330173,cream_cheese,22
54,1,1,0,3.3,1,1,1,-6.9e-05,0.026461,0.029039,-0.002578,44,,trace_cream_cheese_s22_w0_10_s20d_clean_seed0_job330173,cream_cheese,22
45,0,0,-106,3.3,1,1,1,-2.4e-05,0.013583,0.014722,-0.001139,,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
61,1,0,-90,3.3,1,1,1,-0.003345,0.000637,0.000583,5.4e-05,16,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
65,2,0,-86,3.8,1,1,1,-0.005834,0.001563,0.002207,-0.000644,4,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
69,3,0,-82,3.8,1,1,1,-0.00797,0.001307,0.002044,-0.000737,4,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
72,4,0,-79,3.3,1,1,1,-0.006726,0.000631,0.000355,0.000276,3,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
76,5,0,-75,3.3,1,1,1,-0.003586,0.00072,0.000696,2.4e-05,4,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
84,6,0,-67,3.8,1,1,1,-0.001545,0.001232,0.003524,-0.002292,8,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
110,7,0,-41,3.8,1,1,1,4.8e-05,0.008123,0.023041,-0.014918,26,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
136,8,0,-15,3.3,1,1,1,0.000619,0.029022,0.027263,0.001759,26,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
138,9,0,-13,3.3,1,1,1,-0.002019,0.014566,0.02528,-0.010714,2,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
145,10,0,-6,3.3,1,1,1,-0.018891,0.003029,0.002142,0.000887,7,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
147,11,0,-4,3.3,1,1,1,-0.017479,0.004111,0.003755,0.000356,2,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
151,12,1,0,3.8,1,1,1,-0.008618,0.003126,0.003358,-0.000232,4,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
176,13,0,25,3.3,1,1,1,-2.5e-05,0.028406,0.038041,-0.009635,25,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
219,14,0,68,3.3,1,1,1,0.000124,0.013966,0.017859,-0.003893,43,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
221,15,0,70,3.8,1,1,1,6e-05,0.006296,0.011264,-0.004968,2,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
225,16,0,74,3.3,1,1,1,1.3e-05,0.003667,0.001235,0.002432,4,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
229,17,0,78,3.8,1,1,1,-4e-06,0.003978,0.004428,-0.00045,4,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
231,18,0,80,3.3,1,1,1,2.4e-05,0.004561,0.003964,0.000597,2,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
233,19,0,82,3.8,1,1,1,1e-05,0.004426,0.006176,-0.00175,2,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
235,20,0,84,3.3,1,1,1,2.4e-05,0.005429,0.004504,0.000925,2,,trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23
56,0,1,0,3.3,1,1,1,-2.2e-05,0.023086,0.024098,-0.001012,,,trace_cream_cheese_s24_w0_10_s20d_clean_seed0_job330175,cream_cheese,24
58,1,0,2,3.3,1,1,1,1.8e-05,0.019655,0.021978,-0.002323,2,,trace_cream_cheese_s24_w0_10_s20d_clean_seed0_job330175,cream_cheese,24
60,2,0,4,3.3,1,1,1,1.7e-05,0.014934,0.017393,-0.002459,2,,trace_cream_cheese_s24_w0_10_s20d_clean_seed0_job330175,cream_cheese,24
122,3,0,66,3.8,1,1,1,0.000298,0.007334,0.010941,-0.003607,62,,trace_cream_cheese_s24_w0_10_s20d_clean_seed0_job330175,cream_cheese,24
129,4,0,73,3.3,1,1,1,0.000113,0.001181,0.001123,5.8e-05,7,,trace_cream_cheese_s24_w0_10_s20d_clean_seed0_job330175,cream_cheese,24
134,5,0,78,3.8,1,1,1,-1.7e-05,0.004518,0.004851,-0.000333,5,,trace_cream_cheese_s24_w0_10_s20d_clean_seed0_job330175,cream_cheese,24
136,6,0,80,3.3,1,1,1,-2.8e-05,0.00342,0.003324,9.6e-05,2,,trace_cream_cheese_s24_w0_10_s20d_clean_seed0_job330175,cream_cheese,24
9,0,0,-49,3.3,1,1,1,-3e-06,0.009175,0.00639,0.002785,,,trace_cream_cheese_s25_w0_10_s20d_clean_seed0_job330176,cream_cheese,25
58,1,1,0,3.3,1,1,1,-5.4e-05,0.024457,0.02374,0.000717,49,,trace_cream_cheese_s25_w0_10_s20d_clean_seed0_job330176,cream_cheese,25
60,2,0,2,3.3,1,1,1,6.2e-05,0.02364,0.02448,-0.00084,2,,trace_cream_cheese_s25_w0_10_s20d_clean_seed0_job330176,cream_cheese,25
62,3,0,4,3.3,1,1,1,0.00127,0.019501,0.022544,-0.003043,2,,trace_cream_cheese_s25_w0_10_s20d_clean_seed0_job330176,cream_cheese,25
113,4,0,55,3.3,1,1,1,0.000349,0.015808,0.021663,-0.005855,51,,trace_cream_cheese_s25_w0_10_s20d_clean_seed0_job330176,cream_cheese,25
117,5,0,59,3.3,1,1,1,0.000234,0.01201,0.013789,-0.001779,4,,trace_cream_cheese_s25_w0_10_s20d_clean_seed0_job330176,cream_cheese,25
122,6,0,64,3.8,1,1,1,9.1e-05,0.002534,0.008239,-0.005705,5,,trace_cream_cheese_s25_w0_10_s20d_clean_seed0_job330176,cream_cheese,25
124,7,0,66,3.3,1,1,1,1.1e-05,0.004152,0.002842,0.00131,2,,trace_cream_cheese_s25_w0_10_s20d_clean_seed0_job330176,cream_cheese,25
126,8,0,68,3.3,1,1,1,-5.4e-05,0.005054,0.004554,0.0005,2,,trace_cream_cheese_s25_w0_10_s20d_clean_seed0_job330176,cream_cheese,25
64,0,0,-49,3.3,1,1,1,-8e-06,0.020336,0.026053,-0.005717,,,trace_cream_cheese_s26_w0_10_s20d_clean_seed0_job330177,cream_cheese,26
66,1,0,-47,3.8,1,1,1,-2e-05,0.00313,0.011179,-0.008049,2,,trace_cream_cheese_s26_w0_10_s20d_clean_seed0_job330177,cream_cheese,26
70,2,0,-43,3.3,1,1,1,-9e-06,0.002021,0.000806,0.001215,4,,trace_cream_cheese_s26_w0_10_s20d_clean_seed0_job330177,cream_cheese,26
78,3,0,-35,3.3,1,1,1,-5e-05,0.001637,0.001433,0.000204,8,,trace_cream_cheese_s26_w0_10_s20d_clean_seed0_job330177,cream_cheese,26
113,4,1,0,3.3,1,1,1,-0.000114,0.018259,0.021653,-0.003394,35,,trace_cream_cheese_s26_w0_10_s20d_clean_seed0_job330177,cream_cheese,26
176,5,0,63,3.8,1,1,1,-0.002559,0.009807,0.016013,-0.006206,63,,trace_cream_cheese_s26_w0_10_s20d_clean_seed0_job330177,cream_cheese,26
183,6,0,70,3.8,1,1,1,-0.002191,0.002361,0.00357,-0.001209,7,,trace_cream_cheese_s26_w0_10_s20d_clean_seed0_job330177,cream_cheese,26
186,7,0,73,3.3,1,1,1,-0.001655,0.00466,0.003276,0.001384,3,,trace_cream_cheese_s26_w0_10_s20d_clean_seed0_job330177,cream_cheese,26
191,8,0,78,3.3,1,1,1,-0.001055,0.00352,0.000973,0.002547,5,,trace_cream_cheese_s26_w0_10_s20d_clean_seed0_job330177,cream_cheese,26
198,9,0,85,3.3,1,1,1,-0.000263,0.008078,0.007324,0.000754,7,,trace_cream_cheese_s26_w0_10_s20d_clean_seed0_job330177,cream_cheese,26
11,0,0,-108,3.3,1,1,1,-8e-06,0.006212,0.005919,0.000293,,,trace_cream_cheese_s27_w0_10_s20d_clean_seed0_job330178,cream_cheese,27
14,1,0,-105,3.3,1,1,1,-0.00019,0.012674,0.011966,0.000708,3,,trace_cream_cheese_s27_w0_10_s20d_clean_seed0_job330178,cream_cheese,27
73,2,0,-46,3.3,1,1,1,-6.9e-05,0.007069,0.006308,0.000761,59,,trace_cream_cheese_s27_w0_10_s20d_clean_seed0_job330178,cream_cheese,27
82,3,0,-37,3.3,1,1,1,-0.000149,0.007053,0.004372,0.002681,9,,trace_cream_cheese_s27_w0_10_s20d_clean_seed0_job330178,cream_cheese,27
96,4,0,-23,3.3,1,1,1,-0.000161,0.025426,0.024354,0.001072,14,,trace_cream_cheese_s27_w0_10_s20d_clean_seed0_job330178,cream_cheese,27
101,5,0,-18,3.3,1,1,1,0.000634,0.021989,0.026639,-0.00465,5,,trace_cream_cheese_s27_w0_10_s20d_clean_seed0_job330178,cream_cheese,27
119,6,1,0,3.8,1,1,1,-0.000915,0.001148,0.001241,-9.3e-05,18,,trace_cream_cheese_s27_w0_10_s20d_clean_seed0_job330178,cream_cheese,27
121,7,0,2,3.3,1,1,1,-0.000726,0.004384,0.002006,0.002378,2,,trace_cream_cheese_s27_w0_10_s20d_clean_seed0_job330178,cream_cheese,27
125,8,0,6,3.8,1,1,1,-0.000565,0.00074,0.001038,-0.000298,4,,trace_cream_cheese_s27_w0_10_s20d_clean_seed0_job330178,cream_cheese,27
175,9,0,56,3.3,1,1,1,-0.00037,0.016267,0.018585,-0.002318,50,,trace_cream_cheese_s27_w0_10_s20d_clean_seed0_job330178,cream_cheese,27
52,0,1,0,3.3,1,1,1,-2.4e-05,0.025958,0.024715,0.001243,,,trace_cream_cheese_s28_w0_10_s20d_clean_seed0_job330179,cream_cheese,28
108,1,0,56,3.8,1,1,1,0.002128,0.006923,0.00694,-1.7e-05,56,,trace_cream_cheese_s28_w0_10_s20d_clean_seed0_job330179,cream_cheese,28
113,2,0,61,3.8,1,1,1,0.001524,0.004594,0.009482,-0.004888,5,,trace_cream_cheese_s28_w0_10_s20d_clean_seed0_job330179,cream_cheese,28
59,0,1,0,3.3,1,1,1,-1.9e-05,0.024666,0.024212,0.000454,,,trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29
121,1,0,62,3.8,1,1,1,0.000736,0.004264,0.011083,-0.006819,62,,trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29
126,2,0,67,3.8,1,1,1,0.00034,0.003565,0.00443,-0.000865,5,,trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29
128,3,0,69,3.8,1,1,1,0.000171,0.003324,0.003472,-0.000148,2,,trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29
134,4,0,75,3.8,1,1,1,1.7e-05,0.001408,0.002338,-0.00093,6,,trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29
139,5,0,80,3.3,1,1,1,-1.5e-05,0.00256,0.001601,0.000959,5,,trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29
142,6,0,83,3.8,1,1,1,-1.8e-05,0.001107,0.00121,-0.000103,3,,trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29
148,7,0,89,3.8,1,1,1,-1.4e-05,0.001416,0.004621,-0.003205,6,,trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29
150,8,0,91,3.8,1,1,1,-1.5e-05,0.002103,0.002157,-5.4e-05,2,,trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29
157,9,0,98,3.3,1,1,1,-1.4e-05,0.004501,0.001764,0.002737,7,,trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29
162,10,0,103,3.8,1,1,1,-1.9e-05,0.000787,0.005222,-0.004435,5,,trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29
165,11,0,106,3.8,1,1,1,-1.1e-05,0.002358,0.003375,-0.001017,3,,trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29
168,12,0,109,3.8,1,1,1,-1.5e-05,0.001144,0.001486,-0.000342,3,,trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29
172,13,0,113,3.8,1,1,1,-1.6e-05,0.003917,0.004328,-0.000411,4,,trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29
176,14,0,117,3.8,1,1,1,-5e-06,0.000865,0.002412,-0.001547,4,,trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29
