old_requested_task,corrected_actual_task,state_id,window_start,window_end,condition,attack_seed,env_seed,decoded_open_count,max_open_streak,qpos_pos_area,qpos_neg_area,qpos_baseline,infra_status,old_pair_id,summary_path,trace_path,relabel_source
milk,tomato_sauce,0,230,240,random_linf,29,0,5,4,0.02325465,0.00941299,0.00151899,ok,milk_s0_w230_240_s15b_v04_fwd,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/summary_milk_s0_w230_240_s15b_v04_fwd_randomlinf_job952713.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/trace_milk_s0_w230_240_s15b_v04_fwd_randomlinf_job952713.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,230,240,random_linf,50,0,2,1,0.00121857,0.00906273,0.00124253,ok,milk_s0_w230_240_s16b_calib,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/summary_milk_s0_w230_240_s16b_calib_randomlinf_job953021.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/trace_milk_s0_w230_240_s16b_calib_randomlinf_job953021.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,230,240,vis_pgd,50,0,4,2,0.01694523,0.0,0.00093245,ok,milk_s0_w230_240_s16b_calib,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/summary_milk_s0_w230_240_s16b_calib_vispgd_job953020.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/trace_milk_s0_w230_240_s16b_calib_vispgd_job953020.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,235,245,oracle_open,0,0,10,10,0.24958403,6.46e-05,0.00099995,ok,milk_s0_w235_245_s15b_v04_fwd,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/summary_milk_s0_w235_245_s15b_v04_fwd_oracleopen_job952705.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/trace_milk_s0_w235_245_s15b_v04_fwd_oracleopen_job952705.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,235,245,random_linf,27,0,2,1,0.01526432,0.00108652,0.00099995,ok,milk_s0_w235_245_s15b_v04_fwd,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/summary_milk_s0_w235_245_s15b_v04_fwd_randomlinf_job952706.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/trace_milk_s0_w235_245_s15b_v04_fwd_randomlinf_job952706.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,235,245,vis_pgd,27,0,5,3,0.04239256,0.00134791,0.00099995,ok,milk_s0_w235_245_s15b_v04_fwd,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/summary_milk_s0_w235_245_s15b_v04_fwd_vispgd_job952709.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/trace_milk_s0_w235_245_s15b_v04_fwd_vispgd_job952709.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,235,245,random_linf,28,0,1,1,0.00192167,0.00204331,0.00099995,ok,milk_s0_w235_245_s15b_v04_fwd,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/summary_milk_s0_w235_245_s15b_v04_fwd_randomlinf_job952707.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/trace_milk_s0_w235_245_s15b_v04_fwd_randomlinf_job952707.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,235,245,random_linf,29,0,0,0,0.00239142,0.00259059,0.001046,ok,milk_s0_w235_245_s15b_v04_fwd,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/summary_milk_s0_w235_245_s15b_v04_fwd_randomlinf_job952708.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/trace_milk_s0_w235_245_s15b_v04_fwd_randomlinf_job952708.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,235,245,random_linf,50,0,2,1,0.00385285,0.00166919,0.00086264,ok,milk_s0_w235_245_s16b_calib,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/summary_milk_s0_w235_245_s16b_calib_randomlinf_job953023.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/trace_milk_s0_w235_245_s16b_calib_randomlinf_job953023.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,235,245,vis_pgd,50,0,5,3,0.01253389,0.00679597,0.00121033,ok,milk_s0_w235_245_s16b_calib,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/summary_milk_s0_w235_245_s16b_calib_vispgd_job953022.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/trace_milk_s0_w235_245_s16b_calib_vispgd_job953022.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,240,250,clean,0,0,0,0,0.0,0.0075329,0.00077247,ok,milk_s0_w240_250_s16c_oracle,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16c_wave1_confirmation/summary_milk_s0_w240_250_s16c_oracle_clean_job953109.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16c_wave1_confirmation/trace_milk_s0_w240_250_s16c_oracle_clean_job953109.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,240,250,oracle_open,0,0,10,10,0.2754767,0.0,0.00071877,ok,milk_s0_w240_250_s16c_oracle,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16c_wave1_confirmation/summary_milk_s0_w240_250_s16c_oracle_oracleopen_job953110.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16c_wave1_confirmation/trace_milk_s0_w240_250_s16c_oracle_oracleopen_job953110.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,240,250,random_linf,50,0,2,1,0.00349762,0.00257517,0.00086945,ok,milk_s0_w240_250_s16b,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/summary_milk_s0_w240_250_s16b_randomlinf_job953001.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/trace_milk_s0_w240_250_s16b_randomlinf_job953001.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,240,250,vis_pgd,50,0,7,4,0.07694323,0.00095615,0.00098743,ok,milk_s0_w240_250_s16b,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/summary_milk_s0_w240_250_s16b_vispgd_job953000.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/trace_milk_s0_w240_250_s16b_vispgd_job953000.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,240,250,random_linf,51,0,0,0,0.01333108,0.00126096,0.00104837,ok,milk_s0_w240_250_s16c_seed51,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16c_wave1_confirmation/summary_milk_s0_w240_250_s16c_seed51_randomlinf_job953101.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16c_wave1_confirmation/trace_milk_s0_w240_250_s16c_seed51_randomlinf_job953101.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,240,250,vis_pgd,51,0,4,4,0.01941301,0.00135736,0.00098743,ok,milk_s0_w240_250_s16c_seed51,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16c_wave1_confirmation/summary_milk_s0_w240_250_s16c_seed51_vispgd_job953100.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16c_wave1_confirmation/trace_milk_s0_w240_250_s16c_seed51_vispgd_job953100.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,240,250,random_linf,52,0,0,0,0.00058083,0.00814751,0.00098743,ok,milk_s0_w240_250_s16c_seed52,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16c_wave1_confirmation/summary_milk_s0_w240_250_s16c_seed52_randomlinf_job953103.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16c_wave1_confirmation/trace_milk_s0_w240_250_s16c_seed52_randomlinf_job953103.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,240,250,vis_pgd,52,0,7,5,0.1077543,0.00123088,0.00111287,ok,milk_s0_w240_250_s16c_seed52,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16c_wave1_confirmation/summary_milk_s0_w240_250_s16c_seed52_vispgd_job953102.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16c_wave1_confirmation/trace_milk_s0_w240_250_s16c_seed52_vispgd_job953102.csv,inferred_from_verified_task_order_mapping
unknown,unknown,2,50,60,random_linf,5,2,0,0,0,0,0,ok,conf_A3_cream_w50_60,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_cream_cheese_random_linf_job701009.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_cream_cheese_random_linf_job701009.csv,inferred_from_verified_task_order_mapping
unknown,unknown,2,50,60,vis_pgd,5,2,8,0,0,0,0,ok,conf_A3_cream_w50_60,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_cream_cheese_vis_pgd_job701008.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_cream_cheese_vis_pgd_job701008.csv,inferred_from_verified_task_order_mapping
unknown,unknown,2,50,60,random_linf,6,2,1,0,0,0,0,ok,conf_A3_cream_w50_60,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_cream_cheese_random_linf_job701011.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_cream_cheese_random_linf_job701011.csv,inferred_from_verified_task_order_mapping
unknown,unknown,2,50,60,vis_pgd,6,2,8,0,0,0,0,ok,conf_A3_cream_w50_60,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_cream_cheese_vis_pgd_job701010.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_cream_cheese_vis_pgd_job701010.csv,inferred_from_verified_task_order_mapping
unknown,unknown,2,50,60,random_linf,7,2,0,0,0,0,0,ok,rob_A3_cream_w50_60,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/summary_cream_cheese_random_linf_job704261.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/trace_cream_cheese_random_linf_job704261.csv,inferred_from_verified_task_order_mapping
unknown,unknown,2,50,60,vis_pgd,7,2,8,0,0,0,0,ok,rob_A3_cream_w50_60,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/summary_cream_cheese_vis_pgd_job704260.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/trace_cream_cheese_vis_pgd_job704260.csv,inferred_from_verified_task_order_mapping
unknown,unknown,2,50,60,random_linf,8,2,0,0,0,0,0,ok,rob_A3_cream_w50_60,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/summary_cream_cheese_random_linf_job704263.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/trace_cream_cheese_random_linf_job704263.csv,inferred_from_verified_task_order_mapping
unknown,unknown,2,50,60,vis_pgd,8,2,8,0,0,0,0,ok,rob_A3_cream_w50_60,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/summary_cream_cheese_vis_pgd_job704262.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/trace_cream_cheese_vis_pgd_job704262.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,55,65,random_linf,5,0,0,0,0,0,0,ok,conf_B1_tomato_w55_65,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_tomato_sauce_random_linf_job702601.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_tomato_sauce_random_linf_job702601.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,55,65,vis_pgd,5,0,7,0,0,0,0,ok,conf_B1_tomato_w55_65,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_tomato_sauce_vis_pgd_job702600.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_tomato_sauce_vis_pgd_job702600.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,55,65,random_linf,6,0,0,0,0,0,0,ok,conf_B1_tomato_w55_65,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_tomato_sauce_random_linf_job702603.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_tomato_sauce_random_linf_job702603.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,55,65,vis_pgd,6,0,7,0,0,0,0,ok,conf_B1_tomato_w55_65,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_tomato_sauce_vis_pgd_job702602.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_tomato_sauce_vis_pgd_job702602.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,55,65,random_linf,7,0,0,0,0,0,0,ok,rob_FP_tomato_w55_65,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/summary_tomato_sauce_random_linf_job704451.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/trace_tomato_sauce_random_linf_job704451.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,55,65,vis_pgd,7,0,6,0,0,0,0,ok,rob_FP_tomato_w55_65,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/summary_tomato_sauce_vis_pgd_job704450.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/trace_tomato_sauce_vis_pgd_job704450.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,55,65,random_linf,8,0,1,0,0,0,0,ok,rob_FP_tomato_w55_65,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/summary_tomato_sauce_random_linf_job704453.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/trace_tomato_sauce_random_linf_job704453.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,55,65,vis_pgd,8,0,1,0,0,0,0,ok,rob_FP_tomato_w55_65,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/summary_tomato_sauce_vis_pgd_job704452.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/trace_tomato_sauce_vis_pgd_job704452.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,60,70,random_linf,5,0,11,0,0,0,0,ok,conf_C3_alphabet_w60_70,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_alphabet_soup_random_linf_job704509.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_alphabet_soup_random_linf_job704509.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,60,70,vis_pgd,5,0,4,0,0,0,0,ok,conf_C3_alphabet_w60_70,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_alphabet_soup_vis_pgd_job704508.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_alphabet_soup_vis_pgd_job704508.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,60,70,random_linf,6,0,0,0,0,0,0,ok,conf_C3_alphabet_w60_70,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_alphabet_soup_random_linf_job704511.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_alphabet_soup_random_linf_job704511.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,60,70,vis_pgd,6,0,0,0,0,0,0,ok,conf_C3_alphabet_w60_70,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_alphabet_soup_vis_pgd_job704510.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_alphabet_soup_vis_pgd_job704510.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,70,80,random_linf,0,0,1,0,0,0,0,ok,gpu26_health_rand,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/gpu26_health_check/summary_milk_random_linf_job999002.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/gpu26_health_check/trace_milk_random_linf_job999002.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,70,80,vis_pgd,0,0,7,0,0,0,0,ok,gpu26_health_vis,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/gpu26_health_check/summary_milk_vis_pgd_job999001.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/gpu26_health_check/trace_milk_vis_pgd_job999001.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,70,80,random_linf,5,0,1,0,0,0,0,ok,conf_A1_milk_w70_80,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_milk_random_linf_job701001.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_milk_random_linf_job701001.csv,inferred_from_verified_task_order_mapping
unknown,unknown,2,70,80,random_linf,5,2,11,0,0,0,0,ok,conf_B4_salad_w70_80,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_salad_dressing_random_linf_job702613.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_salad_dressing_random_linf_job702613.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,70,80,vis_pgd,5,0,8,0,0,0,0,ok,conf_A1_milk_w70_80,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_milk_vis_pgd_job701000.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_milk_vis_pgd_job701000.csv,inferred_from_verified_task_order_mapping
unknown,unknown,2,70,80,vis_pgd,5,2,4,0,0,0,0,ok,conf_B4_salad_w70_80,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_salad_dressing_vis_pgd_job702612.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_salad_dressing_vis_pgd_job702612.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,70,80,random_linf,6,0,0,0,0,0,0,ok,conf_A1_milk_w70_80,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_milk_random_linf_job701003.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_milk_random_linf_job701003.csv,inferred_from_verified_task_order_mapping
unknown,unknown,2,70,80,random_linf,6,2,10,0,0,0,0,ok,conf_B4_salad_w70_80,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_salad_dressing_random_linf_job702615.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_salad_dressing_random_linf_job702615.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,70,80,vis_pgd,6,0,9,0,0,0,0,ok,conf_A1_milk_w70_80,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_milk_vis_pgd_job701002.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_milk_vis_pgd_job701002.csv,inferred_from_verified_task_order_mapping
unknown,unknown,2,70,80,vis_pgd,6,2,4,0,0,0,0,ok,conf_B4_salad_w70_80,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/summary_salad_dressing_vis_pgd_job702614.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_confirmation/trace_salad_dressing_vis_pgd_job702614.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,70,80,random_linf,7,0,0,0,0,0,0,ok,rob_A1_milk_w70_80,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/summary_milk_random_linf_job704101.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/trace_milk_random_linf_job704101.csv,inferred_from_verified_task_order_mapping
unknown,unknown,2,70,80,random_linf,7,2,0,0,0,0,0,ok,rob_FN_salad_w70_80,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/summary_salad_dressing_random_linf_job704455.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/trace_salad_dressing_random_linf_job704455.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,70,80,vis_pgd,7,0,8,0,0,0,0,ok,rob_A1_milk_w70_80,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/summary_milk_vis_pgd_job704100.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/trace_milk_vis_pgd_job704100.csv,inferred_from_verified_task_order_mapping
unknown,unknown,2,70,80,vis_pgd,7,2,8,0,0,0,0,ok,rob_FN_salad_w70_80,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/summary_salad_dressing_vis_pgd_job704454.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/trace_salad_dressing_vis_pgd_job704454.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,70,80,random_linf,8,0,6,0,0,0,0,ok,rob_A1_milk_w70_80,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/summary_milk_random_linf_job704103.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/trace_milk_random_linf_job704103.csv,inferred_from_verified_task_order_mapping
unknown,unknown,2,70,80,random_linf,8,2,10,0,0,0,0,ok,rob_FN_salad_w70_80,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/summary_salad_dressing_random_linf_job704457.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/trace_salad_dressing_random_linf_job704457.csv,inferred_from_verified_task_order_mapping
unknown,unknown,0,70,80,vis_pgd,8,0,10,0,0,0,0,ok,rob_A1_milk_w70_80,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/summary_milk_vis_pgd_job704102.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/trace_milk_vis_pgd_job704102.csv,inferred_from_verified_task_order_mapping
unknown,unknown,2,70,80,vis_pgd,8,2,4,0,0,0,0,ok,rob_FN_salad_w70_80,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/summary_salad_dressing_vis_pgd_job704456.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/pipeline_v0_3_robustness_seed78/trace_salad_dressing_vis_pgd_job704456.csv,inferred_from_verified_task_order_mapping
