artifact_path,artifact_type,risk_category,reason,recommended_action
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008216.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007356.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009603.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_003143.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007574.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002599.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016253.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012992.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010055.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010711.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009300.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015115.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004468.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002073.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_001371.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_001334.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002313.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012339.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013414.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015323.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006123.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013285.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000666.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014898.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006849.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000205.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009712.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009529.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007894.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011615.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015617.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017665.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_001817.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_003975.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002741.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006792.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008961.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000550.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012778.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015369.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_018800.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013126.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010227.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_003420.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008080.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007155.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008655.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007422.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016295.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013993.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014048.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015906.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000625.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010812.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012322.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017431.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013410.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006258.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_005828.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009853.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004436.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002231.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014662.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011638.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_001063.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017364.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006328.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009531.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007711.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_001198.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012927.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017400.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016724.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_001349.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012568.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000145.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011547.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006073.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002773.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011175.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011894.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009862.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_005670.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010742.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014985.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_003661.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008886.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_018133.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002446.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014818.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011002.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008808.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011404.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011788.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015135.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008523.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010741.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015038.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015447.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016217.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000547.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_018115.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008116.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016826.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017863.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012099.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_018210.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_005427.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011770.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_005500.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000781.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_003770.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000806.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012613.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015264.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017196.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002865.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004517.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004196.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_005854.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016649.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010893.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004521.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002466.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017978.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_001417.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007053.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013640.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_001811.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009895.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015774.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012428.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015467.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_001673.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007669.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000836.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006567.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_003186.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_005058.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_005095.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009267.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007619.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013595.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009785.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013202.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011821.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015058.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_001836.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012230.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008733.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_001311.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013301.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017292.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009769.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017148.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007837.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011481.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012406.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
